Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Model,Price
365,Ford,2003,4.8,Electric,Manual,276850,Like New,Fiesta,84586.96
366,Audi,2000,3.2,Electric,Manual,137046,Like New,Q7,96270.31
367,Toyota,2022,4.5,Hybrid,Manual,21213,New,Prius,8884.27
368,BMW,2017,2.9,Diesel,Manual,1950,Like New,X3,12413.03
369,Toyota,2012,2.1,Electric,Manual,254043,New,RAV4,89048.83
370,BMW,2001,4,Petrol,Manual,216085,Like New,X5,82477.46
371,Toyota,2008,5.6,Electric,Manual,272555,Like New,Prius,63703.77
372,Mercedes,2020,5.6,Electric,Manual,148843,New,GLA,94771.69
373,Audi,2001,2.7,Petrol,Manual,297197,Like New,Q5,66410.9
374,BMW,2008,3.6,Diesel,Automatic,248966,Like New,3 Series,25518.6
375,Tesla,2000,2.1,Hybrid,Manual,138117,New,Model X,74221.02
376,Ford,2010,6,Hybrid,Manual,29714,Used,Explorer,66342.48
377,Toyota,2002,5.9,Hybrid,Manual,165458,New,RAV4,98645.75
378,Toyota,2019,4.2,Petrol,Manual,270706,Like New,Corolla,25320.09
379,BMW,2022,5,Electric,Manual,12026,Used,3 Series,61799.07
380,Ford,2003,4.6,Diesel,Manual,106147,Used,Fiesta,79115.91
381,Ford,2017,4,Electric,Automatic,31589,Used,Fiesta,37203.39
382,Mercedes,2022,1.3,Hybrid,Automatic,108199,New,C-Class,41069.56
383,Tesla,2005,3.3,Electric,Automatic,288988,Used,Model Y,89350.67
384,Mercedes,2002,4.4,Petrol,Manual,208574,Used,E-Class,43398.51
385,Mercedes,2021,4.4,Petrol,Manual,214340,Used,GLA,64349.62
386,Mercedes,2010,2.9,Diesel,Manual,54708,Like New,GLC,89477.62
387,Mercedes,2014,5.7,Diesel,Automatic,70825,New,C-Class,24933.53
388,Mercedes,2021,1.8,Hybrid,Manual,51574,New,GLA,98278.34
389,Audi,2004,3.5,Diesel,Manual,232409,Like New,A3,71685.59
390,Ford,2019,4.5,Electric,Automatic,186381,Used,Explorer,52131.56
391,Mercedes,2009,4.5,Petrol,Automatic,64230,Like New,C-Class,45937.45
392,Ford,2011,4.2,Petrol,Manual,254451,Like New,Mustang,95664.64
393,Ford,2014,2.4,Petrol,Manual,247174,Used,Fiesta,24543.86
394,Honda,2016,1.8,Diesel,Manual,219700,Used,CR-V,34609.91
395,Audi,2009,4.2,Petrol,Manual,287249,New,Q5,34240.31
396,Mercedes,2005,4,Petrol,Automatic,246514,Used,GLA,32455.6
397,Toyota,2017,1.9,Petrol,Manual,264491,Like New,RAV4,49511.11
398,BMW,2012,4.5,Hybrid,Manual,226094,Like New,5 Series,98972.03
399,Tesla,2002,3.3,Hybrid,Automatic,148182,Used,Model X,89434.74
400,Toyota,2023,4.3,Diesel,Manual,193242,New,Corolla,36155.21
401,Audi,2009,5.2,Petrol,Manual,182873,Like New,A4,45172.66
402,BMW,2013,1.8,Diesel,Automatic,124926,Used,3 Series,68600.67
403,Audi,2005,1.1,Petrol,Automatic,81147,New,Q5,6629.41
404,Ford,2002,4.9,Petrol,Manual,19199,New,Explorer,82914.6
405,BMW,2015,4,Petrol,Automatic,183208,Like New,5 Series,88580.82
406,Ford,2006,4.5,Diesel,Automatic,220868,Like New,Explorer,86434.03
407,Toyota,2019,5.2,Diesel,Manual,120787,New,Corolla,40630.17
408,Toyota,2013,5,Petrol,Automatic,114427,New,Corolla,48889.95
409,BMW,2008,5.8,Electric,Manual,148063,New,3 Series,6176.89
410,BMW,2014,3.7,Diesel,Manual,153625,Used,X5,42942.56
411,Mercedes,2020,3.4,Hybrid,Manual,220782,Like New,GLA,48740.55
412,Audi,2002,3,Diesel,Manual,87493,New,Q7,91162.56
413,Mercedes,2001,1.8,Petrol,Automatic,274915,Like New,GLA,89928.83
414,Audi,2001,3.9,Electric,Manual,125607,Like New,Q7,96779.22
415,Mercedes,2002,2.4,Petrol,Manual,246834,Like New,GLA,89084.97
416,Ford,2017,5.6,Hybrid,Manual,79876,New,Fiesta,5779.07
417,BMW,2013,3.9,Diesel,Manual,167071,Used,3 Series,65938.78
418,Toyota,2019,4,Diesel,Automatic,202959,New,Prius,11482.58
419,Audi,2017,2.8,Petrol,Automatic,243722,Like New,A4,30896.46
420,Audi,2009,1.3,Petrol,Automatic,44440,New,Q7,59939.22
421,Toyota,2001,1.2,Hybrid,Manual,31655,New,Camry,71558.31
422,Mercedes,2021,3.1,Electric,Automatic,43039,Like New,GLA,67190.04
423,Audi,2000,1.4,Hybrid,Automatic,72219,Like New,Q7,9660.54
424,Tesla,2003,4,Electric,Manual,186061,New,Model S,14842.37
425,Ford,2013,5.4,Diesel,Automatic,273388,New,Fiesta,17215.75
426,BMW,2000,5.4,Electric,Manual,94594,New,X3,13684.37
427,Toyota,2013,4.3,Electric,Automatic,170623,New,Prius,21932.27
428,BMW,2015,2.1,Diesel,Automatic,194302,Used,5 Series,70406.34
429,Tesla,2021,5.3,Diesel,Automatic,290515,New,Model 3,83929.54
430,Audi,2013,5.4,Diesel,Automatic,159950,Used,Q5,43837.32
431,Audi,2019,2,Hybrid,Manual,167229,Like New,A3,70814.24
432,Tesla,2002,4.7,Diesel,Manual,5914,Used,Model Y,24001.54
433,Toyota,2002,2.4,Petrol,Automatic,214772,Like New,Prius,97461.61
434,Ford,2008,5,Diesel,Manual,289324,Used,Fiesta,38249.76
435,Honda,2005,6,Diesel,Automatic,227561,Like New,Accord,85357.36
436,Toyota,2012,1.2,Diesel,Automatic,187435,New,Camry,94809.81
437,Honda,2020,5.5,Electric,Automatic,95213,Used,Fit,87147.83
438,Tesla,2001,4.1,Hybrid,Automatic,37805,Used,Model S,11371.43
439,Mercedes,2007,5.9,Diesel,Automatic,126599,Like New,C-Class,66779.18
440,Honda,2020,3.3,Hybrid,Automatic,153775,Like New,Civic,16408.62
441,Ford,2001,5.2,Petrol,Manual,190093,Used,Mustang,5537.99
442,Mercedes,2003,1.3,Petrol,Manual,74176,Like New,GLA,9919.43
443,Honda,2014,2.7,Diesel,Automatic,94799,New,Civic,92034.17
444,Tesla,2003,1.3,Petrol,Manual,98385,Used,Model 3,91304.03
445,Mercedes,2012,5.9,Hybrid,Automatic,235654,New,C-Class,26453.32
446,Tesla,2011,5.1,Electric,Manual,88919,Used,Model Y,56970.82
447,Honda,2012,5.3,Diesel,Manual,81462,New,Accord,95727.68
448,Tesla,2013,5.7,Petrol,Manual,179340,Used,Model Y,52187.08
449,Ford,2019,1.4,Hybrid,Automatic,165320,Like New,Mustang,42389.89
450,Honda,2017,2.9,Hybrid,Manual,31159,Used,CR-V,50908.63
451,Honda,2005,1.4,Petrol,Automatic,42039,New,Fit,80070.5
452,Honda,2010,2.1,Hybrid,Automatic,232974,Used,Civic,50341.38
453,Toyota,2001,2.1,Hybrid,Automatic,47800,New,Camry,79411.38
454,Toyota,2022,3.3,Diesel,Manual,94626,New,Corolla,46011.26
455,Toyota,2018,2.3,Hybrid,Manual,118368,New,RAV4,28940.54
456,Ford,2018,1.5,Petrol,Manual,174735,Like New,Explorer,36014.91
457,Mercedes,2004,1.8,Diesel,Automatic,80903,Used,C-Class,12393.23
458,Tesla,2018,1.7,Petrol,Automatic,118998,New,Model X,52251.21
459,Audi,2001,5.9,Electric,Manual,241324,Like New,Q5,19070.54
460,Honda,2009,4.8,Petrol,Automatic,233229,New,Accord,82096.97
461,Tesla,2001,5.8,Petrol,Manual,61748,Used,Model S,44956.1
462,Honda,2010,3.2,Diesel,Manual,41190,Like New,CR-V,77675.22
463,Ford,2017,2.4,Hybrid,Manual,40318,New,Explorer,95673.74
464,Honda,2023,5,Petrol,Manual,168090,New,Accord,85700.41
465,Toyota,2014,2.6,Diesel,Automatic,124078,New,Camry,95389.05
466,Audi,2008,2.5,Electric,Manual,39759,Used,Q7,58953.97
467,BMW,2022,2.2,Diesel,Manual,278642,Like New,X3,20705.82
468,Honda,2018,1.6,Diesel,Manual,25989,Like New,Accord,93862.62
469,Tesla,2008,2.3,Hybrid,Manual,156640,Like New,Model X,87507.92
470,Toyota,2002,2.8,Petrol,Manual,161171,New,Corolla,87119.23
471,BMW,2020,4.4,Electric,Manual,285626,Like New,3 Series,70861.07
472,Audi,2008,1.3,Diesel,Manual,292192,New,Q7,64367.04
473,BMW,2013,2.1,Petrol,Automatic,35814,Used,X5,6398.77
474,Toyota,2018,5,Petrol,Automatic,190766,Like New,Corolla,76065.14
475,Mercedes,2006,1.7,Diesel,Automatic,60204,New,E-Class,13695.84
476,Mercedes,2015,2.7,Petrol,Automatic,32844,Like New,GLA,29676.34
477,BMW,2015,5.3,Diesel,Manual,248827,Like New,X3,57391.58
478,Ford,2000,1.8,Diesel,Automatic,245256,Used,Fiesta,47914.6
479,Tesla,2003,1.4,Diesel,Automatic,21518,Like New,Model X,6498.57
480,Tesla,2003,3.4,Electric,Automatic,23052,Used,Model S,83278.58
481,BMW,2006,2.5,Diesel,Manual,256346,Like New,X3,88486.09
482,Honda,2007,3.8,Hybrid,Automatic,69803,Like New,Fit,69777.93
483,Honda,2016,5,Petrol,Automatic,71524,Like New,Accord,56401.45
484,Tesla,2004,1.7,Electric,Manual,224582,Like New,Model X,96270.09
485,Tesla,2006,3.9,Petrol,Automatic,67021,Like New,Model 3,16395.84
486,Mercedes,2019,3.5,Electric,Manual,211321,Like New,GLA,75101.46
487,Ford,2019,1.7,Hybrid,Automatic,282187,Used,Explorer,17194.26
488,Toyota,2003,4.1,Electric,Manual,2419,Used,Prius,41275.26
489,Honda,2005,2.4,Electric,Automatic,187964,New,Civic,60621.03
490,Tesla,2006,3.4,Electric,Automatic,121831,Like New,Model S,75023.33
491,Mercedes,2017,1.4,Petrol,Automatic,244688,Used,GLA,5353.03
492,Audi,2004,3.3,Diesel,Manual,101799,Like New,Q5,29756.8
493,Mercedes,2019,2.5,Petrol,Automatic,194941,Like New,GLA,56129.04
494,Honda,2002,5.1,Diesel,Manual,176282,Used,Fit,55623
495,Honda,2006,1.3,Petrol,Manual,108611,Like New,Civic,65574.51
496,Mercedes,2021,3.1,Hybrid,Manual,137559,Used,C-Class,33866.09
497,Toyota,2013,3.3,Hybrid,Manual,62112,Used,Corolla,56350.28
498,BMW,2006,4.6,Electric,Automatic,239040,New,5 Series,23029.74
499,Honda,2004,3.9,Hybrid,Automatic,278504,New,CR-V,22752.86
500,Mercedes,2021,4.3,Electric,Automatic,233451,New,GLA,59773.58
501,Tesla,2004,4.9,Diesel,Manual,221490,New,Model X,70119.9
502,Mercedes,2022,5.3,Hybrid,Automatic,265161,Like New,GLA,16438
503,Ford,2001,2.6,Diesel,Manual,191196,Like New,Mustang,16665.04
504,BMW,2020,3.7,Petrol,Manual,247418,New,5 Series,58703.76
505,Audi,2021,5.2,Diesel,Manual,221370,Used,Q7,30659.1
506,Toyota,2005,5.9,Petrol,Automatic,189340,Used,Corolla,42277.91
507,Audi,2014,5.4,Diesel,Automatic,66320,Used,A3,43071.1
508,BMW,2020,2.9,Diesel,Manual,235067,Used,X3,21962.52
509,BMW,2009,2,Hybrid,Automatic,212373,Like New,3 Series,5124.89
510,BMW,2022,3.4,Diesel,Automatic,293271,Used,5 Series,86049.42
511,Audi,2023,4.7,Hybrid,Manual,180786,Used,Q7,72925.19
512,Tesla,2006,3.5,Hybrid,Manual,294065,New,Model 3,70601.16
513,BMW,2004,3.4,Electric,Automatic,266890,Used,3 Series,56917.99
514,Mercedes,2000,5.2,Electric,Manual,65350,Like New,E-Class,71592.12
515,Audi,2012,2.8,Petrol,Manual,181417,Used,A4,93890.4
516,BMW,2020,5.3,Diesel,Automatic,240678,Used,X5,68239
517,Mercedes,2017,3,Petrol,Automatic,22063,Like New,GLA,30183.68
518,Tesla,2012,2.6,Diesel,Manual,117116,New,Model X,59203.2
519,Ford,2020,3.3,Electric,Automatic,177043,Like New,Fiesta,47020.82
520,Tesla,2020,4.8,Electric,Manual,134670,New,Model Y,57859.82
521,BMW,2017,1.6,Diesel,Manual,10564,Used,5 Series,54173
522,Audi,2004,2,Diesel,Automatic,242124,New,A4,86583.65
523,Honda,2012,5.8,Electric,Manual,227506,New,CR-V,66921.01
524,BMW,2003,1.9,Electric,Manual,86134,New,3 Series,22932.06
525,Honda,2016,3.8,Petrol,Manual,105940,Used,Accord,10986.59
526,Mercedes,2002,3.9,Electric,Automatic,62085,New,E-Class,45314.56
527,Ford,2016,3.4,Diesel,Automatic,17862,New,Focus,6483.01
528,Toyota,2010,4.2,Petrol,Automatic,272409,Used,RAV4,35238.25
529,Tesla,2020,2.1,Diesel,Manual,140777,Like New,Model Y,39962.04
530,Ford,2019,3.8,Hybrid,Manual,186351,Like New,Explorer,40680.94
531,BMW,2022,2.9,Petrol,Automatic,62471,Like New,X3,98038.25
532,Honda,2020,4.3,Diesel,Automatic,91080,Used,Civic,33870.58
533,Tesla,2003,1.7,Electric,Automatic,108007,Used,Model X,30196.61
534,Honda,2001,3.9,Hybrid,Manual,46104,Like New,Accord,17291.19
535,Audi,2019,1.9,Diesel,Automatic,40934,New,A4,53545.84
536,Honda,2015,2.4,Petrol,Manual,254606,Like New,Fit,19599.06
537,Audi,2017,2.1,Diesel,Automatic,6050,Used,A3,63548
538,Mercedes,2007,1.9,Hybrid,Manual,175024,New,E-Class,19740.18
539,Tesla,2002,5.1,Petrol,Manual,270628,New,Model X,59783.97
540,Tesla,2008,2.4,Hybrid,Automatic,184750,Used,Model S,83495.58
541,Toyota,2019,5.6,Diesel,Manual,31323,New,RAV4,9039.84
542,BMW,2005,5.8,Electric,Automatic,86332,Like New,5 Series,44875.96
543,Audi,2009,3.9,Electric,Manual,255540,Used,A3,48799.65
544,Toyota,2020,1.7,Diesel,Manual,254547,Used,Prius,80151.85
545,Honda,2009,2.9,Diesel,Automatic,272459,Used,CR-V,49451.99
546,Honda,2012,5,Diesel,Manual,157591,Used,Accord,58915.9
547,Toyota,2016,2.8,Petrol,Automatic,271251,New,Prius,80164.4
548,Tesla,2008,1.4,Hybrid,Automatic,55781,Used,Model S,58177.06
549,Honda,2016,3.8,Hybrid,Automatic,266013,Used,Accord,39038.44
550,Mercedes,2023,5.2,Hybrid,Manual,7971,New,C-Class,13155.02
551,Mercedes,2008,5,Diesel,Manual,254927,Used,GLC,74341.98
552,Toyota,2008,1.9,Hybrid,Manual,287795,New,RAV4,87758.12
553,Audi,2000,4.4,Diesel,Automatic,23446,New,A4,97156.13
554,Audi,2001,2.1,Petrol,Automatic,257419,Used,A4,93026.99
555,Toyota,2015,2.1,Electric,Manual,169180,Like New,Corolla,80754.7
556,Audi,2000,5.4,Diesel,Manual,3823,Used,Q5,66129.83
557,Tesla,2009,2.2,Diesel,Automatic,144526,Like New,Model X,79238.71
558,Tesla,2017,2.3,Electric,Manual,135004,New,Model X,46047.95
559,Audi,2007,1,Electric,Automatic,205162,Like New,A4,61503.74
560,Mercedes,2020,5.4,Petrol,Manual,67965,Used,GLA,38126.48
561,Audi,2010,5,Hybrid,Automatic,272654,Used,Q7,36037.38
562,Tesla,2022,4.1,Diesel,Manual,141609,Like New,Model X,76885.72
563,Ford,2001,4.8,Hybrid,Manual,105935,Used,Explorer,48123.61
564,BMW,2007,1.8,Diesel,Automatic,233705,Like New,X5,25155.32
565,Honda,2021,3.3,Petrol,Automatic,253978,New,CR-V,24184.13
566,Ford,2007,2.8,Electric,Automatic,144854,Like New,Mustang,86621.37
567,Audi,2016,1.5,Petrol,Manual,78004,Like New,A4,69387.25
568,Mercedes,2014,3.4,Electric,Automatic,22072,Like New,GLC,56874.38
569,Toyota,2016,5.6,Hybrid,Automatic,81015,Like New,Corolla,43089.18
570,Audi,2022,1.2,Hybrid,Manual,225075,New,Q5,45927.65
571,Mercedes,2023,2.5,Petrol,Automatic,220010,New,GLA,10456.34
572,BMW,2012,2,Electric,Automatic,72746,New,3 Series,48216.46
573,Audi,2018,2.2,Petrol,Automatic,176774,Like New,Q5,80568.22
574,Tesla,2004,5.5,Electric,Manual,128259,New,Model X,41858.72
575,Toyota,2011,3.3,Electric,Manual,30916,Used,Camry,41440.22
576,Mercedes,2000,3.3,Hybrid,Manual,27268,New,GLA,6493.08
577,Mercedes,2022,4.8,Hybrid,Automatic,175050,Like New,E-Class,48494.35
578,Mercedes,2004,1.8,Electric,Manual,243966,Used,C-Class,7407.08
579,BMW,2007,3.4,Electric,Automatic,23259,Like New,5 Series,59183.2
580,Audi,2012,3.1,Electric,Automatic,79400,Used,Q5,53144.42
581,BMW,2007,4,Hybrid,Automatic,296437,Like New,3 Series,84800.81
582,Honda,2022,6,Hybrid,Manual,111581,Like New,Accord,60269.16
583,Honda,2010,4.8,Diesel,Manual,7043,Used,Accord,35725.6
584,Audi,2000,3,Electric,Automatic,181502,New,Q7,54041.95
585,Tesla,2012,5.1,Diesel,Automatic,107009,Used,Model Y,71472.1
586,BMW,2018,1.9,Electric,Manual,209137,Used,X5,13926.56
587,Toyota,2023,1.2,Hybrid,Manual,161940,Used,RAV4,64002.04
588,Mercedes,2002,2,Diesel,Manual,288453,Used,E-Class,92079.5
589,Mercedes,2023,2.7,Diesel,Automatic,285428,Used,GLC,33417.38
590,Audi,2016,3.6,Petrol,Manual,113259,Like New,A4,64529.38
591,Tesla,2004,4.1,Electric,Manual,100804,Like New,Model 3,83026.3
592,Honda,2019,5.6,Hybrid,Manual,69000,New,Accord,53621.61
593,Honda,2020,3.5,Petrol,Automatic,84179,New,Accord,73208.06
594,Mercedes,2007,3.5,Petrol,Manual,291409,Used,C-Class,34545.98
595,Audi,2013,1.3,Electric,Automatic,260226,New,A3,34075.55
596,BMW,2003,1.2,Petrol,Automatic,23880,New,X3,68420.48
597,Honda,2010,3.8,Electric,Automatic,201264,Used,Civic,72013.84
598,BMW,2019,3.2,Petrol,Manual,172438,Like New,X5,94015.92
599,Tesla,2014,5.2,Electric,Manual,245352,Like New,Model Y,26359.66
600,Honda,2018,1.8,Hybrid,Manual,67396,New,Civic,49480.67
601,Honda,2006,1.1,Electric,Automatic,279250,Like New,CR-V,28798.78
602,Ford,2018,3.2,Electric,Manual,56731,Like New,Focus,12608.76
603,Honda,2018,2.2,Diesel,Automatic,75010,New,Fit,43306.9
604,Toyota,2010,1.2,Hybrid,Manual,249091,Used,Prius,40537.67
605,Audi,2004,4.6,Hybrid,Manual,294743,New,A4,30691.24
606,Audi,2004,1.6,Hybrid,Manual,71326,New,A4,33214.51
607,BMW,2021,4,Petrol,Manual,248876,New,3 Series,39239.12
608,Tesla,2007,2.4,Diesel,Automatic,9004,Used,Model 3,98939.58
609,Honda,2009,1.9,Hybrid,Automatic,115018,Used,Civic,79380.99
610,Toyota,2005,2.9,Petrol,Automatic,25792,Used,Prius,11783.11
611,BMW,2014,5,Petrol,Automatic,54645,Used,5 Series,87879.25
612,Ford,2015,3,Petrol,Manual,7232,New,Fiesta,65163.82
613,BMW,2016,4.8,Diesel,Automatic,54766,Like New,X5,89606.41
614,BMW,2007,1.6,Petrol,Automatic,120601,New,X5,37462.42
615,Honda,2007,4.9,Diesel,Automatic,81588,Used,Fit,49129.29
616,Ford,2008,2.2,Electric,Manual,179614,Like New,Focus,90141.57
617,BMW,2001,4.4,Petrol,Automatic,5913,New,X3,30894.45
618,Toyota,2014,3.8,Hybrid,Automatic,112406,Like New,RAV4,91972.58
619,Toyota,2017,5.6,Petrol,Manual,113693,Used,Camry,83707.47
620,Audi,2002,2.9,Electric,Manual,93449,Like New,Q7,98153
621,Ford,2016,1.3,Electric,Automatic,10567,Like New,Mustang,35804.47
622,Ford,2003,1.1,Petrol,Automatic,38379,Used,Focus,27396.55
623,Audi,2003,5.1,Electric,Manual,206040,Like New,Q7,36432.36
624,BMW,2013,3.6,Diesel,Automatic,262463,New,3 Series,95691.73
625,Ford,2008,4.9,Diesel,Manual,90005,Like New,Fiesta,36641.96
626,Toyota,2008,2.2,Petrol,Automatic,223098,New,Prius,58695.12
627,Toyota,2022,2.7,Diesel,Automatic,4791,Like New,Camry,43349.53
628,Honda,2017,1.2,Diesel,Automatic,131401,Like New,Fit,42640.91
629,Ford,2009,5.8,Hybrid,Automatic,205459,Used,Explorer,23370.97
630,BMW,2020,4.3,Petrol,Automatic,61032,Used,X5,56022.56
631,Audi,2003,5.7,Electric,Manual,175150,New,A4,85693.4
632,Audi,2011,2.3,Petrol,Manual,21300,Used,Q7,9701.08
633,BMW,2007,4.1,Diesel,Automatic,55609,Used,X3,89476.53
634,Tesla,2001,4.4,Hybrid,Automatic,191634,Used,Model 3,68219.93
635,Mercedes,2021,2.6,Petrol,Automatic,90045,Used,GLA,63590.12
636,Honda,2012,5.2,Petrol,Manual,267847,Used,Civic,64460.52
637,Audi,2020,5.7,Diesel,Manual,223717,New,Q7,33145.63
638,Ford,2015,5.4,Diesel,Manual,219162,New,Focus,44438.73
639,Honda,2001,4.7,Petrol,Manual,27676,Used,Civic,80932.55
640,Ford,2010,2.4,Diesel,Manual,220412,Used,Focus,34106.2
641,Tesla,2009,2.4,Diesel,Manual,176512,New,Model X,49651.92
642,Toyota,2014,5.8,Diesel,Manual,167995,Like New,Corolla,6865.07
643,Honda,2016,1.1,Diesel,Manual,291946,New,CR-V,74688.04
644,Audi,2007,4.6,Diesel,Automatic,124786,Like New,A4,44681.71
645,Honda,2017,4.5,Hybrid,Manual,68147,Used,Accord,54909.08
646,Honda,2022,4.1,Diesel,Manual,22075,Used,Civic,15895.49
647,Honda,2008,6,Electric,Manual,205788,New,Accord,99212.85
648,Mercedes,2007,2.6,Petrol,Manual,9304,Used,GLA,33734.44
649,Honda,2013,2.7,Hybrid,Automatic,129851,Like New,Civic,65324.02
650,Ford,2017,1.4,Hybrid,Manual,59622,Like New,Fiesta,60217.45
651,Toyota,2021,3.2,Diesel,Automatic,108654,New,Camry,79583.76
652,Tesla,2019,2.3,Petrol,Automatic,249109,Like New,Model S,32914.51
653,BMW,2019,2.7,Electric,Automatic,286172,New,X3,76813.1
654,Honda,2020,5.2,Diesel,Manual,39328,New,CR-V,41337.66
655,Audi,2011,5.7,Petrol,Manual,289445,Like New,Q5,44060.29
656,Honda,2018,1.9,Diesel,Manual,218348,Like New,Accord,68907.69
657,Audi,2013,2.9,Diesel,Automatic,36845,Like New,A3,79507.15
658,Ford,2016,5.6,Diesel,Automatic,76394,Like New,Explorer,68352.33
659,Audi,2023,1.3,Diesel,Automatic,175231,Like New,Q7,90488.55
660,BMW,2020,1.5,Diesel,Automatic,80722,Like New,3 Series,32090.11
661,Toyota,2002,1.8,Diesel,Manual,287374,Like New,Corolla,90558.59
662,Audi,2022,4,Diesel,Manual,92554,Used,A4,17432.03
663,Audi,2006,1.8,Electric,Manual,49262,New,A4,67655.38
664,Toyota,2016,5.8,Hybrid,Automatic,41722,New,Corolla,57024.91
665,BMW,2011,3.2,Electric,Automatic,171231,Like New,X5,51990.41
666,Honda,2008,3.5,Diesel,Manual,240740,New,Civic,34536.64
667,Audi,2014,2.2,Diesel,Manual,87052,Like New,A3,52854.61
668,Toyota,2017,3.4,Electric,Automatic,100808,Used,Camry,20368.47
669,Ford,2020,4.3,Electric,Manual,255416,New,Explorer,40085.49
670,Toyota,2012,4.8,Hybrid,Manual,262128,New,Camry,14374.69
671,Ford,2020,4.8,Electric,Automatic,221281,Used,Focus,59325.43
672,BMW,2007,3.9,Hybrid,Automatic,246052,Used,X5,14097.95
673,Honda,2013,5.5,Diesel,Automatic,104697,Used,Fit,20232.74
674,Toyota,2007,5.1,Petrol,Manual,231572,New,RAV4,13119.35
675,Tesla,2013,4.8,Petrol,Automatic,232842,New,Model X,41224.51
676,Tesla,2006,1.3,Petrol,Manual,96299,Used,Model Y,84986.05
677,Mercedes,2022,1,Petrol,Manual,165746,Used,GLC,91155.16
678,Audi,2011,2.1,Diesel,Automatic,149177,Used,A3,11829.5
679,BMW,2010,4.3,Petrol,Manual,160811,Used,X5,65282.26
680,Toyota,2021,3.1,Electric,Automatic,163041,Used,Prius,70016.62
681,Tesla,2021,3,Electric,Automatic,14497,Like New,Model X,55708.14
682,Audi,2010,5.4,Petrol,Manual,254204,Used,Q5,68363.56
683,Tesla,2021,5.5,Electric,Manual,257471,Like New,Model Y,27200.62
684,Toyota,2012,5.5,Hybrid,Automatic,92019,New,RAV4,51516.2
685,Ford,2017,2.6,Diesel,Automatic,190326,New,Explorer,42133.21
686,Toyota,2001,4.5,Petrol,Automatic,109017,Like New,Prius,13522.26
687,Mercedes,2020,2.4,Petrol,Automatic,218220,Used,C-Class,64427.86
688,Toyota,2014,2,Diesel,Automatic,105153,New,Corolla,52045.44
689,Toyota,2019,1.9,Electric,Automatic,33826,Used,RAV4,31141.53
690,Mercedes,2017,2.7,Diesel,Manual,110034,Used,C-Class,50000.1
691,BMW,2014,3.1,Diesel,Manual,84242,Like New,5 Series,78653.31
692,Toyota,2018,5.2,Electric,Manual,50100,New,RAV4,81157.49
693,Mercedes,2022,1.6,Diesel,Manual,221171,New,GLC,66704.98
694,Audi,2023,4.7,Electric,Automatic,12809,Like New,Q5,49436.04
695,Ford,2011,3.7,Electric,Manual,64450,Used,Explorer,59696.22
696,Ford,2012,2.4,Diesel,Manual,111126,Used,Focus,41576.46
697,Toyota,2021,3.5,Hybrid,Automatic,264237,New,RAV4,17022.85
698,BMW,2010,2.5,Electric,Manual,44498,Like New,X5,41633.96
699,BMW,2004,4,Diesel,Automatic,116251,Like New,X3,55381.61
700,Audi,2000,3.2,Electric,Automatic,40985,Used,Q7,61889.23
701,Toyota,2023,1.8,Hybrid,Automatic,294153,Used,Corolla,93901.09
702,Ford,2002,1.6,Hybrid,Automatic,17718,Like New,Fiesta,78846.68
703,BMW,2021,3.7,Petrol,Automatic,278849,New,X3,19439.29
704,Toyota,2018,5.5,Electric,Manual,62598,Used,Prius,21547.31
705,Tesla,2022,2.7,Electric,Manual,274383,Like New,Model 3,14547
706,BMW,2006,4.7,Diesel,Manual,46665,Like New,3 Series,75127.26
707,Mercedes,2011,4.3,Electric,Automatic,294418,Like New,C-Class,72081.62
708,Tesla,2014,5.7,Petrol,Manual,146075,New,Model 3,98704.48
709,BMW,2004,5.1,Hybrid,Manual,161938,Used,X5,54592.22
710,Ford,2014,3.8,Hybrid,Manual,153060,Used,Focus,83509.42
711,Honda,2007,4.3,Petrol,Manual,221516,Used,CR-V,59761.79
712,Tesla,2009,5.5,Electric,Automatic,136746,New,Model Y,88038.24
713,Audi,2015,3,Electric,Manual,201610,Used,A4,73497
714,Audi,2007,2.6,Petrol,Automatic,66446,Used,A3,66073.98
715,Ford,2000,1.1,Diesel,Automatic,29072,Used,Mustang,58686.65
716,BMW,2011,5.1,Hybrid,Manual,33717,Used,3 Series,73682.2
717,Toyota,2004,5,Petrol,Automatic,218417,New,Prius,44867.12
718,BMW,2002,1.5,Petrol,Automatic,157723,Like New,X3,14174.78
719,Ford,2000,3.9,Electric,Automatic,109525,Like New,Focus,8798.68
720,Audi,2003,3.3,Hybrid,Automatic,213092,Used,Q7,50507.25
721,BMW,2007,1.6,Electric,Automatic,4646,Used,3 Series,61932.7
722,Audi,2002,5.9,Petrol,Automatic,175403,Used,A3,12490.66
723,Tesla,2009,2.1,Diesel,Automatic,284329,New,Model S,32255.84
724,Toyota,2001,1.3,Hybrid,Manual,229728,Used,Corolla,35593.06
725,Tesla,2010,4,Petrol,Manual,52107,New,Model Y,58465.58
726,Audi,2009,4.7,Petrol,Automatic,244865,Used,Q5,31455.83
727,Audi,2020,1.2,Diesel,Automatic,279707,Used,A3,14086.62
728,Honda,2013,4.3,Petrol,Manual,70729,Like New,Accord,20661.39
729,Honda,2006,3.7,Petrol,Manual,277845,Used,Civic,21525.04
730,Tesla,2001,1.5,Hybrid,Manual,200144,New,Model S,85056.02
